id,keyword,text,pics,timestamp,source,user_name,reposts_count,comments_count,attitudes_count,created_at,updated_at
5168504115300057,上海虹桥高铁站拦门事件,4月18日，深圳北站，一女子为等人伸腿阻挡高铁关门，行政拘留。5月5日，上海虹桥站，女子扒高铁车门阻挡关门，调查系身体不适。5月16日，湖南株洲西站，女乘客用身体阻挡高铁关门，系上错车。一个月的时间之内连续三起，不严惩就是鼓励。 #湖南一女子因坐错车堵高铁门# ,https://wx1.sinaimg.cn/large/006mLrj3ly1i1mbly4lxvj30k00hnglu.jpg,1747750870,新浪微博移动端,福州摄影菌,38,58,857,2025-10-27 20:19:57,2025-10-27 20:19:57
5167381581398169,上海虹桥高铁站拦门事件,5月5日上海虹桥站，女子扒高铁车门阻挡关门。5月16日株洲西站，女乘客用身体阻挡正在正常关闭的车门。本月第几起了？ ,"https://wx1.sinaimg.cn/large/007EpNlsly1i1iqot0vjpj30u033ve2m.jpg,https://wx1.sinaimg.cn/large/007EpNlsly1i1iqotm1xej30u017iajm.jpg",1747483236,新浪微博移动端,帝吧官微,77,166,1737,2025-10-27 20:19:24,2025-10-27 20:19:24
5163307218242068,上海虹桥高铁站拦门事件,#上海虹桥高铁站又现拦门事件#你看我说了这种事有一就会有二…… ,https://wx1.sinaimg.cn/large/008cTV81gy1i15qr1yw7oj30zu25oau6.jpg,1746511833,新浪微博移动端,达克鸭唐,61,111,2761,2025-10-27 20:19:48,2025-10-27 20:22:42
5163304307134829,虹桥高铁站拦门,#上海虹桥高铁站又现拦门事件#又有拦门的？ 看见这人真是tm无语.就得狠罚才行！ 刘佳欢-Tonicek的微博视频 ,,1746511139,新浪微博移动端,刘佳欢-Tonicek,7,15,55,2025-10-27 20:23:15,2025-10-27 20:23:15
5163299327444171,上海虹桥高铁站拦门事件,#高铁站再现拦门公共安全不容漠视#【极目锐评|上海虹桥高铁站又现“拦门”事件？别总在列车门口上演“拉锯战”】#高铁拦门事件为何屡禁难止# 据第一现场报道，5月5日，上海虹桥火车站，一女子疑公然扒高铁车门，阻挡高铁关门，有目击者称，女子此举的目的，是为了等后面的老太太。网友认为此举严重扰乱 ...全文,,1746509952,新浪微博移动端,极目新闻,47,146,634,2025-10-27 20:19:41,2025-10-27 20:22:35
5163289605572347,上海虹桥高铁站女子拦门,#上海虹桥高铁站又现拦门事件# ？？？媒体设置的话题导语，极尽危言耸听之能事:上海虹桥高铁站再次上演惊人一幕，女子竟公然阻挡高铁关门！铁路上海站:在正常关闭车门过程中，6号车厢一名旅客突感身体不适，急忙下车时被车门夹住。#运河话平安#  这自称第一现场的媒体，公然造谣传谣， ...全文,"https://wx1.sinaimg.cn/large/7977d75agy1i15oojjbd1j20xs1fnwma.jpg,https://wx1.sinaimg.cn/large/7977d75agy1i15ookdw2yj20xs2fie2q.jpg",1746507634,新浪微博移动端,辣叶摧秋,1,1,3,2025-10-27 20:21:28,2025-10-27 20:22:14
5163275224091174,上海虹桥高铁站女子拦门,【#上海虹桥站拦门事件已立案调查#】#上海铁路回应虹桥站旅客被车门夹住# 5月5日，有网友发布视频称，上海虹桥高铁站一女子疑突然扒高铁车门，引发热议。 当晚，@铁路上海站 官方微博发布情况说明称， 5月5日11时52分，G1673次列车停靠在始发站上海虹桥站7号站台办理旅客乘降作业完毕，在正常关闭车门 ...全文,,1746504205,新浪微博移动端,经视直播,3,0,8,2025-10-27 20:21:27,2025-10-27 20:23:15
5163269972034219,上海虹桥高铁站拦门事件,又现拦门事件！！上次那位大姐没拘留没有引起警醒呀。。。#上海虹桥高铁站又现拦门事件##热点现场# 1024专员的微博视频  ,,1746502953,新浪微博移动端,1024专员,32,154,570,2025-10-27 20:20:05,2025-10-27 20:22:57
5163265835403326,上海虹桥高铁站女子拦门,#上海虹桥高铁站又现拦门事件# 5月5日11时52分，G1673次列车停靠在始发站上海虹桥站7号站台办理旅客乘降作业完毕，在正常关闭车门过程中，6号车厢一名旅客急忙下车时被车门夹住。有网友吐槽，女子是为了等后面的一个老太太 黑哥爆料的微博视频 ,,1746501967,新浪微博移动端,黑哥爆料,0,3,5,2025-10-27 20:21:27,2025-10-27 20:22:13
5163258600489680,上海虹桥高铁站拦门事件,#高铁拦门事件为何屡禁难止#【#官方通报上海虹桥站旅客拦门事件#：旅客身体不适，已妥善处置】近日，有网友反映，上海虹桥站高铁站台有旅客拦住车门。5月5日，@铁路上海站 回应，5月5日11时52分，上海虹桥站，G1673次列车在关闭车门即将启动时，6号车厢一旅客突然表示要下车，被车门夹住 。铁路工作人 ...全文,,1746500242,新浪微博移动端,021视频,4,13,89,2025-10-27 20:20:13,2025-10-27 20:20:13
5163257140612085,上海虹桥高铁站拦门事件,#上海虹桥高铁站又现拦门事件# 伸腿拦门事件刚过去，手扒车门又来了！不过这次事件原因跟上次不一样，网友说扒门是为了等老太太，而高铁发声明说是女子因为身体不适才强行扒车门的。可看传出来的视频，女子不仅在两名工作人员的拦截下，十分顽强的手扒车门，甚至还面带微笑，怎么也不像是身体不适的 ...全文,"https://wx1.sinaimg.cn/large/008s2FnTgy1i15kzxdllbj30gs0j0q66.jpg,https://wx1.sinaimg.cn/large/008s2FnTgy1i15kzybp7pj30v90mwk5h.jpg",1746499894,新浪微博移动端,体域,2,191,36,2025-10-27 20:20:22,2025-10-27 20:22:50
5163246797458496,虹桥高铁站拦门,#上海虹桥高铁站又现拦门事件#上次处理就很妥当，拘留几天，已经是轻重恰当的惩罚。关键是一视同仁，不要搞选择性执法。#热点观点# ,,1746497428,新浪微博移动端,北京金戈戈,2,5,50,2025-10-27 20:23:14,2025-10-27 20:23:14
5163245107941851,上海虹桥高铁站女子拦门,#上海虹桥高铁站又现拦门事件#针对此类违法行为，一方面可以依据《铁路法》和《治安管理处罚法》给予治安处罚。另一方面可以依据《民法典》计算损失，要求民事赔偿。最后，还要纳入铁路旅客黑名单，禁止乘坐高铁。这些措施都有法可依，要综合运用到。否则执法追责上宽松软，付出的代价很低， ...全文,https://wx1.sinaimg.cn/large/007IClG0ly1i15jlr70bcj30y41um7jb.jpg,1746497025,新浪微博移动端,大风吹奏,8,6,28,2025-10-27 20:21:28,2025-10-27 20:22:14
5163245082510488,上海虹桥高铁站女子拦门,#上海虹桥高铁站又现拦门事件#2025年5月5日，上海虹桥站发生惊险一幕：一名女子在列车发车前强行扒阻车门，声称“等后面老太太”，导致车门反复弹开无法关闭，列车短暂延误。#潜意识# 此前就有类似新闻报道，公共安全无小事，杜绝个人的一时任性。 ,,1746497019,新浪微博移动端,财宝的光_,0,8,11,2025-10-27 20:21:29,2025-10-27 20:22:15
5163244260167419,上海虹桥高铁站拦门事件,【#上海站回应旅客关门时下车被夹住# #旅客在高铁关门时下车系身体不适#】5日，@铁路上海站 发布情况说明：5月5日11时52分，G1673次列车停靠在始发站上海虹桥站7号站台办理旅客乘降作业完毕，在正常关闭车门过程中，6号车厢一名旅客突感身体不适，急忙下车时被车门夹住。为确保旅客安全和列车安全，铁 ...全文,,1746496823,新浪微博移动端,荔枝新闻,11,93,324,2025-10-27 20:20:14,2025-10-27 20:20:14
5163244211408488,上海虹桥高铁站拦门事件,【 #官方回应上海虹桥高铁站一旅客拦门# 】据@铁路上海站 消息：5月5日11时52分，G1673次列车停靠在始发站上海虹桥站7号站台办理旅客乘降作业完毕，在正常关闭车门过程中，6号车厢一名旅客突感身体不适，急忙下车时被车门夹住。为确保旅客安全和列车安全，铁路工作人员迅速处置，将该旅客从车门处拉至 ...全文,https://wx1.sinaimg.cn/large/6aac5feagy1i15ji79uckj20zo0ixjx4.jpg,1746496811,新浪微博移动端,第一现场,10106,168,21435,2025-10-27 20:19:57,2025-10-27 20:19:57
5163243954508157,上海虹桥高铁站拦门事件,#上海虹桥高铁站又现拦门事件#目前两种说法：1，这名女子卡门等人，不让列车启动。2，这名女子身体不适，上车了又要出来，被夹住了。等通报吧，反正卡门肯定是卡门了。 ,https://wx1.sinaimg.cn/large/9c7297c7gy1i15jhnc3skj20tx11g7cx.jpg,1746496750,新浪微博移动端,后沙月光本尊,31,81,591,2025-10-27 20:20:31,2025-10-27 20:23:06
5163243723035027,虹桥高铁站拦门,高铁乘客拦门又来了，如果把腿夹断了，你猜游客会不会要求高铁方赔偿？#上海虹桥高铁站又现拦门事件#这类人就永久禁止乘高铁，车上那么多人的安全，时间都收到了影响，而且不只是这一辆车，这一条线的车都会受到影响，也就是几十条线的车都要改时间！ 游历丁丁的微博视频 ,,1746496695,新浪微博移动端,游历丁丁,1,10,56,2025-10-27 20:23:13,2025-10-27 20:23:13
5163242046099075,上海虹桥高铁站女子拦门,#上海虹桥高铁站又现拦门事件#上海虹桥高铁站再次上演惊人一幕，女子竟公然阻挡高铁关门！高铁运行分秒必争... 阿森正能量的微博视频 ,,1746496295,新浪微博移动端,阿森正能量,0,7,28,2025-10-27 20:21:29,2025-10-27 20:21:29
5163240741144923,虹桥高铁站女子拦门,#上海虹桥高铁站又现拦门事件# 上海虹桥高铁站再次上演惊人一幕，女子竟公然阻挡高铁关门！第一现场的微博视频 #热点解读# 我真的不相信到2025年了，一个正常的成年人不懂阻拦高铁关门这个行为的严重性，正常情况下她脑子里肯定是有这个常识和认知的，但是为什么到了关乎自身利益的时候她还敢这么做 ...全文,,1746495984,新浪微博移动端,杨文战律师,21,23,126,2025-10-27 20:22:12,2025-10-27 20:22:12
