id,keyword,text,pics,timestamp,source,user_name,reposts_count,comments_count,attitudes_count,created_at,updated_at
5225290990357611,昭通鲁甸地震,#微博辟谣#云南昭通鲁甸地震已致4人死亡、24人受伤？近期安徽多地、河南濮阳出现降雪？新娘向摄影师发涉黄信息？@微博辟谣@捉谣记 联合发布本周谣言榜单。遏制谣言传播空间，净化网络生态环境。快来戳图查看吧。#捉谣记# ,https://wx1.sinaimg.cn/large/6f3f16a9gy1i6nhhqebc7j20ku5in7wh.jpg,1761289916,新浪微博移动端,微博辟谣,2,6,26,2025-10-27 19:49:47,2025-10-27 19:50:05
5222423752345796,云南昭通鲁甸地震已致4人死亡,【今日辟谣（2025年10月16日）】辟 谣  “云南昭通鲁甸地震已致4人死亡、24人受伤？”谣言编造者被处罚　　详情：近日，云南昭通市鲁甸县连续发生地震。网民潘某在网络平台发布“昭通鲁甸地震已致4人死亡、24人受伤”相关信息。经查，其发布的信息不实。潘某为博取网络流量、吸引他人关注，在未核实任 ...全文,,1760606313,新浪微博移动端,绵阳辟谣,0,0,0,2025-10-27 19:50:04,2025-10-27 19:50:04
5222390688121513,云南昭通鲁甸地震已致4人死亡,#联合辟谣##微博辟谣#【#今日辟谣#（2025年10月16日）】“云南昭通鲁甸地震已致4人死亡、24人受伤？”谣言编造者被处罚 助眠产品能根治失眠？违法违规涉军自媒体账号典型案例央视主持人卖鱼油？北京查处首例滥用AI技术发布虚假广告案详戳↓↓↓@中央网信办举报中心   ...全文,,1760598429,新浪微博移动端,中国互联网联合辟谣平台,664,1,31,2025-10-27 19:50:03,2025-10-27 19:50:03
5222330423837946,云南昭通鲁甸地震已致4人死亡,【#男子编造云南地震伤亡虚假信被处罚#】2025年10月10日，云南昭通市鲁甸县发生4.4级地震。昭通市公安局昭阳分局苏家院派出所发现辖区居民潘某于当日21时许，在抖音平台发布“昭通鲁甸地震已致4人死亡、24人受伤” 的虚假信息。该信息发布后迅速引发大量网民关注，严重扰乱正常社会公共秩序，对地震期 ...全文,"https://wx1.sinaimg.cn/large/006FcX4dly1i6e1gvhnbsj30u00mindt.jpg,https://wx1.sinaimg.cn/large/006FcX4dly1i6e1gzc3rkj30u00miwu9.jpg",1760584062,新浪微博移动端,红星新闻,4,1,1,2025-10-27 19:50:04,2025-10-27 19:50:04
5220550719045885,云南昭通鲁甸地震已致4人死亡,【#云南一司机拍下山体因地震滑坡瞬间##云南鲁甸地震学校组织学生操场避险#】10月11日11时18分，云南鲁甸县发生4.8级地震，震源深度10千米。临近的昭通市昭阳区、镇雄县，曲靖市会泽县、宣威市等地均有震感，有学校组织学生到操场避险。有网民告诉@新京报 记者，他驾车时遇到地震，一处山体疑因震动发 ...全文,,1760159746,新浪微博移动端,新京报,2,0,18,2025-10-27 19:50:03,2025-10-27 19:50:03
5220540155430102,昭通鲁甸地震,#云南昭通4.8级地震#曾历创伤的土地再震颤！昭通鲁甸4.8级地震，橙色逆行者深夜挺进震中！ 休仔蓝的微博视频 ,,1760157229,新浪微博移动端,休仔蓝,0,10,12,2025-10-27 19:49:49,2025-10-27 19:49:49
5220527203420410,云南昭通鲁甸地震,#云南昭通4.8级地震#怎么回事，昭通昨天就有4.4级地震，刚刚又震了，我看鲁甸的好多人有震感，大家注意安全啊！ ,"https://wx1.sinaimg.cn/large/007W0q7uly1i68acqnkiuj30xi1ifah4.jpg,https://wx1.sinaimg.cn/large/007W0q7uly1i68acqyfeuj30xi1heahk.jpg",1760154141,新浪微博移动端,浔湫钰,0,13,109,2025-10-27 19:48:01,2025-10-27 19:49:44
5220513183433819,云南昭通鲁甸地震,【#云南鲁甸4.4级地震学生跑出教室避险##云南地震消防集结赶赴震中排查险情#】10月10日，中国地震台网正式测定，21时21分11秒云南鲁甸县发生4.4级地震，震源深度10千米。昭通市昭阳区、巧家县等区域震感强烈，有学校学生跑到室外避险。地震发生后，昭通市消防支队立即启动应急响应，集结多支救援力量赶 ...全文,,1760150798,新浪微博移动端,新京报,5,14,73,2025-10-27 19:48:25,2025-10-27 19:48:25
5220472675372427,云南昭通鲁甸地震,【鲁甸县发生4.4级地震，未造成人员伤亡及财产损失】中国地震台网正式测定，10月10日21时21分在云南昭通市鲁甸县发生4.4级地震，震源深度10千米。经初步核实，截至10月10日23:00，未造成人员伤亡及财产损失。地震发生后，昭通市消防支队立即启动应急响应，第一时间调派鲁甸县消防救援大队30人5车、火 ...全文,https://wx1.sinaimg.cn/large/bef56380gy1i68427yd24j20u00gwq5k.jpg,1760141140,新浪微博移动端,微昭通,1,0,0,2025-10-27 19:48:18,2025-10-27 19:49:44
5220351787404735,云南昭通鲁甸地震,云南鲁甸发生4.4级地震，好在无人员伤亡和财产损失。为啥鲁甸地震多发？它处在小江断裂带，这条断裂带可是云南最活跃的地震带之一。就像2014年鲁甸6.5级地震，破坏力巨大，造成了617人死亡。这次地震是浅源地震，震源深度仅10千米，浅源地震能量释放集中在地表，容易引发滑坡等次生灾害。一些实用建 ...全文,,1760112318,新浪微博移动端,涂墙的刺猬,40,118,6,2025-10-27 19:48:26,2025-10-27 19:48:26
