id,weibo_id,user,content,timestamp,created_at,updated_at
5226387348655225,5226358541912089,宜宾公安,关注,1761551308,2025-10-27 20:01:12,2025-10-27 20:01:25
5226385745904438,5226358541912089,铜陵经开公安在线,关注,1761550926,2025-10-27 20:01:12,2025-10-27 20:01:25
5226372941482068,5226358541912089,石狮公安,关注,1761547873,2025-10-27 20:01:12,2025-10-27 20:01:25
5203935354687077,4842966890580602,jszkpd_45302,转发微博,1756198336,2025-10-27 20:00:30,2025-10-27 20:01:26
5138433459882445,5138340019705079,仁寿公安,@绵阳市经开区分局,1740581467,2025-10-27 20:00:29,2025-10-27 20:00:54
5138412095406353,5138340019705079,平顶山网信,@绵阳市经开区分局,1740576372,2025-10-27 20:00:29,2025-10-27 20:00:54
5138412081252564,5138340019705079,平顶山网信,关注,1740576370,2025-10-27 20:00:29,2025-10-27 20:00:54
5138412072339307,5138340019705079,平顶山网信,感谢分享,1740576368,2025-10-27 20:00:29,2025-10-27 20:00:54
5138412066047991,5138340019705079,平顶山网信,关注,1740576366,2025-10-27 20:00:29,2025-10-27 20:00:54
5138388824888121,5138340019705079,南铁漳州车务段,,1740570825,2025-10-27 20:00:29,2025-10-27 20:00:54
5138375799737971,5138340019705079,菏泽市人民检察院,传递信息微平台@菏泽市人民检察院,1740567720,2025-10-27 20:00:29,2025-10-27 20:00:54
5138354418221058,5138340019705079,黄山文旅,关注@绵阳市经开区分局,1740562621,2025-10-27 20:00:29,2025-10-27 20:00:54
5138354246517246,5138340019705079,龙南发布,关注,1740562581,2025-10-27 20:00:29,2025-10-27 20:00:54
5138353999053219,5138340019705079,南宁检察,关注,1740562522,2025-10-27 20:00:29,2025-10-27 20:00:54
5138353713841193,5138340019705079,平安古蔺,关注,1740562454,2025-10-27 20:00:29,2025-10-27 20:00:54
5138353222323547,5138340019705079,深圳消防,@绵阳市经开区分局,1740562337,2025-10-27 20:00:29,2025-10-27 20:00:54
5138352408890054,5138340019705079,文锦洛酱,关注,1740562143,2025-10-27 20:00:29,2025-10-27 20:00:54
5138351977137194,5138340019705079,蓬安公安,关注,1740562040,2025-10-27 20:00:29,2025-10-27 20:00:54
5138351448918830,5138340019705079,林芝森林消防,关注,1740561914,2025-10-27 20:00:29,2025-10-27 20:00:54
5138350040941314,5138340019705079,青春襄阳,关注,1740561578,2025-10-27 20:00:29,2025-10-27 20:00:54
5138348152981002,5138340019705079,今日张店,关注@绵阳市经开区分局,1740561128,2025-10-27 20:00:29,2025-10-27 20:00:54
5138346538437498,5138340019705079,江苏法治报,关注@绵阳市经开区分局,1740560743,2025-10-27 20:00:29,2025-10-27 20:00:54
5138344621116061,5138340019705079,滁州文旅,点赞,1740560286,2025-10-27 20:00:29,2025-10-27 20:00:54
5138344612200744,5138340019705079,滁州文旅,关注,1740560283,2025-10-27 20:00:29,2025-10-27 20:00:54
5114106363512586,5112611534803362,旺旺星羊,会加重便秘，肝火,1734781435,2025-10-27 20:00:30,2025-10-27 20:00:30
5112964379840046,5112611534803362,花园宝宝坐地铁,用烘被机呀,1734509165,2025-10-27 20:00:30,2025-10-27 20:00:30
5112918758130711,5112611534803362,用户7962069841,确实，电热毯的使用需要谨慎。保持适宜的室温对孕妇和胎儿都非常重要。如果选择用电热毯，合理控制温度和时间是关键。同时，多关注自身感受，避免过热情况发生。,1734498288,2025-10-27 20:00:30,2025-10-27 20:00:30
5112662646854587,5112611534803362,只是一只小可爱-,作为孕妇，全身火热超过我老公。他说他阳气不足肾虚了,1734437226,2025-10-27 20:00:30,2025-10-27 20:00:30
5112634959726152,5112611534803362,IamQi小仙女,暖风机能用么？,1734430625,2025-10-27 20:00:30,2025-10-27 20:00:30
5112619811999052,5112611534803362,我家的小重重,充电的热水袋呢？,1734427014,2025-10-27 20:00:30,2025-10-27 20:00:30
5112612800958163,5112611534803362,itsnotrebecca,请问段医生，现在流行的水暖毯，床面没有电丝只有软水管，可以开整晚使用吗？,1734425342,2025-10-27 20:00:30,2025-10-27 20:00:30
4993291135224251,4993271997138233,攀枝花平安西区,关注,1705976840,2025-10-27 20:00:31,2025-10-27 20:01:25
4993273300781653,4993271997138233,定陶检察,关注热点资讯,1705972588,2025-10-27 20:00:31,2025-10-27 20:01:25
