id,keyword,text,pics,timestamp,source,user_name,reposts_count,comments_count,attitudes_count,created_at,updated_at
5203206566579700,阳山水蜜桃滞销,"给大家说一下为什么我对水产螃蟹一类带货这么排斥不仅仅是对螃蟹,水产,我对水果都很少吭声因为我身边有大佬被坑过,真的被坑的头破血流举个例子,我这里可以告诉大家,有些账号未必是农民但是每一年,都能用同样的文案,一个字不改,说大蒜滞销了,求帮助一个字不该哦,每年都这样,每年都这样,一个字,一个 ...全文",,1756024579,新浪微博移动端,纯洁的万事屋,7,25,68,2025-10-27 20:29:17,2025-10-27 20:29:17
5199425523941630,阳山水蜜桃滞销谣言,"#早安,团团##网信公安严打自媒体发布不实信息#【翻炒医保旧谣 谎报地震预警 伪造警情通报 网信、公安严打自媒体发布不实信息】#传播虚假警情通报者被严厉处罚# 7月网络谣言主要集中在公共政策、突发事件、社会民生等领域，假冒权威、凭空捏造，使用AI合成不实图片和视频，误导公众认知，污染网络生态。 ...全文",,1755123108,新浪微博移动端,中国共青团杂志,0,2,13,2025-10-27 20:28:53,2025-10-27 20:28:53
5193447503564417,阳山水蜜桃滞销,#火山灰种出的无锡水蜜桃论个卖##7月的江苏除了苏超还有它#“苏超”爆火点燃了江苏特产的消费热情。7月正值无锡水蜜桃上市季，胡强是无锡土生土长的一名“桃二代”，10多年前，胡强接棒父亲管理百亩桃园，起初水蜜桃常年面临滞销困境，胡强父亲只能凌晨开着车到周边县市售卖，既辛苦还卖不上价。如今， ...全文,,1753697837,新浪微博移动端,1818黄金眼,3,6,10,2025-10-27 20:29:15,2025-10-27 20:29:15
5189465217172679,阳山水蜜桃滞销,【阳山水蜜桃烂市？又是一场可耻的苦难营销！必须露头就打！】“阳山水蜜桃烂市”。“阳山水蜜桃断崖式跌价大量滞销”。当我们看到手机屏幕上这些短视频，一定会为果农心焦，为桃子心疼。点击屏幕下方的小黄车，发出助农销售的订单时，我们也许很难想到，这是一场流量主导下的“苦难营销”“欺诈销售” ...全文,,1752748386,新浪微博移动端,农民日报,4,2,9,2025-10-27 20:29:13,2025-10-27 20:29:32
5188948187942019,阳山水蜜桃烂大街,#联合辟谣##微博辟谣#【#今日辟谣#（2025年7月15日）】海南航空公司发布严正声明强度弱的台风，影响就小？中央网信办部署开展“清朗·2025年暑期未成年人网络环境整治”专项行动造谣“阳山水蜜桃断崖式跌价大量滞销、烂大街”，嫌疑人被抓获！别让涉农谣言毁了收成、伤了农民心 ...全文,,1752625117,新浪微博移动端,淄川发布-融媒体,24,35,32,2025-10-27 20:29:52,2025-10-27 20:29:52
5188717171966179,阳山水蜜桃滞销谣言,#联合辟谣##微博辟谣#【#今日辟谣#（2025年7月15日）】海南航空公司发布严正声明强度弱的台风，影响就小？中央网信办部署开展“清朗·2025年暑期未成年人网络环境整治”专项行动造谣“阳山水蜜桃断崖式跌价大量滞销、烂大街”，嫌疑人被抓获！别让涉农谣言毁了收成、伤了农民心 ...全文,,1752570037,新浪微博移动端,中国互联网联合辟谣平台,702,2,19,2025-10-27 20:28:50,2025-10-27 20:29:50
5188623177356080,阳山水蜜桃滞销谣言,#联合辟谣##微博辟谣#【造谣“江苏省无锡市阳山水蜜桃断崖式跌价大量滞销、烂大街”，嫌疑人被抓获！别让谣言毁了收成、伤了农民心】近日，有人在直播带货时，从网上搜罗不实帖文、视频后拼凑、嫁接，编造“阳山水蜜桃断崖式跌价大量滞销、烂大街”等虚假文案，以外省份桃子“蹭名”江苏省无锡市惠山区 ...全文,,1752547628,新浪微博移动端,中国互联网联合辟谣平台,16,2,3,2025-10-27 20:28:52,2025-10-27 20:29:51
5188097348469177,阳山水蜜桃滞销谣言,近期，江苏无锡警方破获一起恶意营销案，#团伙造谣阳山水蜜桃滞销牟利被查#。有人直播带货时，编造“阳山水蜜桃断崖式跌价、大量滞销”等虚假文案，还拿外省桃子冒充，误导消费者。好在警方迅速行动，抓获嫌疑人。阳山水蜜桃是江苏无锡的骄傲，有国家地理标志认证。这里火山灰土壤肥沃，气候温润， ...全文,https://wx1.sinaimg.cn/large/9b00713bgy1i3cttwc8olj21cb1qn7c5.jpg,1752422260,新浪微博移动端,富富芳语,0,5,4,2025-10-27 20:28:53,2025-10-27 20:28:53
5188047881634851,阳山水蜜桃滞销谣言,【#团伙造谣阳山水蜜桃滞销牟利被查#】近日，网信、公安部门接群众举报，反映有人在网上直播带货时，编造“阳山水蜜桃断崖式跌价大量滞销、烂大街”等虚假文案，以外省桃子“蹭名”无锡阳山水蜜桃，恶意营销。很快，警方将许某等嫌疑人全部抓获，查获手机、电脑等涉案物品110余台，查实虚假帖文阅读量1 ...全文,,1752410467,新浪微博移动端,白水视频,0,0,2,2025-10-27 20:28:54,2025-10-27 20:28:54
5187285186251723,阳山水蜜桃滞销,#联合辟谣##微博辟谣#【造谣“江苏省无锡市阳山水蜜桃”，警方出手！】近日，网信、公安部门接群众举报，反映有人在网上直播带货时，从网上搜罗不实帖文、视频后拼凑、嫁接，编造“阳山水蜜桃断崖式跌价大量滞销、烂大街”等虚假文案，以其他省份桃子“蹭名”无锡阳山水蜜桃，博人眼球恶意营销。无锡市 ...全文,"https://wx1.sinaimg.cn/large/00804sD8ly1i3a8mqi4wvj30u00k0wk2.jpg,https://wx1.sinaimg.cn/large/00804sD8ly1i3a8mr9cr5j30im0g30vn.jpg",1752228626,新浪微博移动端,天津辟谣,0,0,0,2025-10-27 20:29:13,2025-10-27 20:29:13
