id,weibo_id,user,content,timestamp,created_at,updated_at
5179746927249900,5179732813156040,po207,#晚安一汽#,1750431365,2025-10-27 20:17:12,2025-10-27 20:17:12
5175691277501661,5174446941798666,意姐健康说,这样的解读太可怕了，藐视大众的智商呀,1749464423,2025-10-27 20:16:18,2025-10-27 20:16:18
5175381755428981,5165526709701089,跳跳虎纠,有这么严重吗,1749390626,2025-10-27 20:16:50,2025-10-27 20:16:50
5175222580807506,5174446941798666,神奇的外泌体,这么说貌似也有道理，但大脑也有免疫系统，可以保持一定的平衡目前的理论是阿尔茨海默由大脑神经系统的退行性改变以及炎症导致的，要有效治疗，就要抗炎修复再生三位一体效果就好。,1749352677,2025-10-27 20:16:18,2025-10-27 20:16:18
5175198170219182,5165526709701089,无博名的博名,吓死了,1749346857,2025-10-27 20:16:50,2025-10-27 20:16:50
5175164926691652,5174446941798666,目羲月,我就是强制性，啊，看来要强制自己不要这样了……,1749338931,2025-10-27 20:16:18,2025-10-27 20:16:18
5174698263970246,5174446941798666,MaggieLanXiao,,1749227669,2025-10-27 20:16:18,2025-10-27 20:16:18
5174646951383422,5174446941798666,麦苏子2,电动鼻毛器经常用，会不会也不好啊,1749215436,2025-10-27 20:16:18,2025-10-27 20:16:18
5174589807395061,5174446941798666,一定要用跑的,不敢抠鼻子了,1749201811,2025-10-27 20:16:18,2025-10-27 20:16:18
5174588562476527,5174446941798666,树杪之风,谢谢提醒，我有挖鼻孔的毛病,1749201515,2025-10-27 20:16:18,2025-10-27 20:16:18
5174540679251770,5174446941798666,陋室素琴,为啥用阿兹海姆病，而不是阿尔茨海默病？,1749190099,2025-10-27 20:16:18,2025-10-27 20:16:18
5174503635945983,5174446941798666,Hanwanyu漾,好的好的，我时刻提醒自己,1749181267,2025-10-27 20:16:18,2025-10-27 20:16:18
5174469950965392,5174446941798666,期货八卦女,虎老师，产后听力下降，被诊断成耳蜗型耳硬化症，中国这边没有治疗方法，只能装人工耳蜗，美国会有延缓恶化的办法吗,1749173236,2025-10-27 20:16:18,2025-10-27 20:16:18
5174449638214122,5174446941798666,vbvcvj2020,@小猴-monica,1749168393,2025-10-27 20:16:18,2025-10-27 20:16:18
5173574123651499,5165526709701089,陈小懒很胖,吓死了,1748959653,2025-10-27 20:16:50,2025-10-27 20:16:50
5170833653760420,5170669069537237,读懂与悦已,这图笑不活了,1748306275,2025-10-27 20:16:52,2025-10-27 20:16:52
5170750457905489,5170679976823061,大单间,这么严重,1748286440,2025-10-27 20:16:49,2025-10-27 20:16:49
5170715542421979,5170679976823061,酒仙79888,回复@美人鱼-小公主 的表态:谢谢妹妹,1748278114,2025-10-27 20:16:49,2025-10-27 20:16:49
5170699480336703,5170679976823061,樱花辉辉,太吓人了，以后一定要改掉这个坏毛病！,1748274286,2025-10-27 20:16:49,2025-10-27 20:16:49
5170699456479953,5170679976823061,梦的_第六感,挖个鼻孔而已，有必要吗😡注意卫生最重要哦👐记得别过度哈~🌟希望大爷早日康复💊,1748274280,2025-10-27 20:16:49,2025-10-27 20:16:49
5170699417425117,5170679976823061,岚天小赵,没想到随便挖鼻孔竟会这么严重，真是大意不得啊！,1748274271,2025-10-27 20:16:49,2025-10-27 20:16:49
5170699400386717,5170679976823061,不流那些_小珍珠,再也不敢随便挖鼻孔了，这后果太吓人了！,1748274267,2025-10-27 20:16:49,2025-10-27 20:16:49
5170699393567142,5170679976823061,AceFAIZ,挖鼻孔居然这么危险，长知识了，以后还是忍住吧！,1748274265,2025-10-27 20:16:49,2025-10-27 20:16:49
5170685985164382,5170679976823061,精彩小豆666,多吓人,1748271068,2025-10-27 20:16:49,2025-10-27 20:16:49
5170683357436411,5170679976823061,财关关,汗哒哒的,1748270442,2025-10-27 20:16:49,2025-10-27 20:16:49
