id,keyword,text,pics,timestamp,source,user_name,reposts_count,comments_count,attitudes_count,created_at,updated_at
5219442298193316,俄罗斯闪击乌克兰,波兰陷“被抛弃”危机？默克尔打破沉默，直指其为俄乌冲突幕后推手 近期，波兰多次宣称俄罗斯无人机入侵本国领空，这一事件让北约与俄罗斯的紧张局势骤然升级。但随着局势发展，风向逐渐转变，波兰面临被西方阵营边缘化甚至“抛弃”的风险，而德国前总理默克尔的罕见表态与美国政客的言论，更让波兰 ...全文,"https://wx1.sinaimg.cn/large/007J1bajgy1i64ts3bzugj30u00je0us.jpg,https://wx1.sinaimg.cn/large/007J1bajgy1i64ts3lbb0j30u00f6gnk.jpg",1759895479,新浪微博移动端,可可的笔记,0,2,31,2025-10-27 20:06:11,2025-10-27 20:06:11
5217673052426143,俄罗斯闪击乌克兰,特朗普称俄罗斯是纸老虎，普京回击说俄罗斯以一已之力，对抗的是整个北约的力量，如果俄算纸老虎，那么北约算什么？普京回击有力，但不得不说俄罗斯陷入如今的局面，战术上确实有值得反思的地方。当年俄罗斯对乌的闪击只差一点就可以攻陷基辅，如果在西方反应过来之前就完成斩首，可能局面就大不相 ...全文,https://wx1.sinaimg.cn/large/c10a2e50gy1i5z6kdidlxj20go0gogne.jpg,1759473658,新浪微博移动端,薛小轼,1,1,13,2025-10-27 20:05:59,2025-10-27 20:05:59
5212189181086505,俄罗斯闪击乌克兰,【无人机闪击波兰，到底是谁悄悄的打算盘？】最近波兰称击落俄罗斯无人机登上热搜，9月初，无人机闯入波兰领空，波兰总理立刻甩锅俄罗斯，还拉北约一起上纲上线。乌克兰也声援，说无人机越境，呼吁加码制裁。俄罗斯直接否认，称自家无人机根本飞不到波兰，还主动要求调查。波兰不听，边境增兵4万， ...全文,,1758166201,新浪微博移动端,进击的白小莹,3,6,37,2025-10-27 20:06:08,2025-10-27 20:06:08
5206947718496353,1h22min,真正的1小时22分钟来了！！ ——搞忘时差了，中国境内观测月食应该是9月7日晚11点半-9月8日凌晨5点，其中9月8日01:31-02:53是本次月全食最核心阶段，该阶段月亮呈现暗红色，也就是“血月”阶段。持续时间1h22min ,https://wx1.sinaimg.cn/large/008s5s5kly1i50yslezqrj3163263u0x.jpg,1756916538,新浪微博移动端,同位素氢,379,99,1544,2025-10-27 20:04:45,2025-10-27 20:04:45
5206550232697594,一小时二十分,好爽啊 今天去健身房爬了一小时二十分的坡 然后回家早早洗完澡 现在一边吃着肯德基一边喝着酒一边重温我可能不会爱你 感觉人生的幸福不过如此呢 ,,1756821771,新浪微博移动端,小郑坚决不熬夜,0,0,0,2025-10-27 20:05:17,2025-10-27 20:05:17
5204483962307104,一小时二十分,剪完了，在临起床上学前一小时二十分之前 我不是忒弥斯的微博视频 ,,1756329134,新浪微博移动端,我不是忒弥斯,64,36,267,2025-10-27 20:05:20,2025-10-27 20:05:20
5204199190562438,一小时二十分,🍃🌸🍃日光避暑～～星期天领小公主去奥日光ゆ湖绕湖一周徒步，四十分钟的路程，我们拍照游玩用了一个小时二十分。温度适宜，小公主没尽兴，还想徒步。图九是小公主拍摄的～～🍃🌸🍃（八月二十四日） ,"https://wx1.sinaimg.cn/large/60c0b517gy1i4s741oww1j23b04eokjn.jpg,https://wx1.sinaimg.cn/large/60c0b517gy1i4s744yktbj24eo3b01l5.jpg,https://wx1.sinaimg.cn/large/60c0b517gy1i4s748excaj24eo3b0npk.jpg,https://wx1.sinaimg.cn/large/60c0b517gy1i4s74c6y7gj23b04eoe85.jpg,https://wx1.sinaimg.cn/large/60c0b517gy1i4s73zay0gj24eo3b0he1.jpg,https://wx1.sinaimg.cn/large/60c0b517gy1i4s74fu9n9j23b04eob2e.jpg,https://wx1.sinaimg.cn/large/60c0b517gy1i4s74i5vn3j23402c04qs.jpg,https://wx1.sinaimg.cn/large/60c0b517gy1i4s74k6ww9j22c0340qv7.jpg,https://wx1.sinaimg.cn/large/60c0b517gy1i4s74lrhgaj21e011ve82.jpg",1756261239,新浪微博移动端,才子风起云涌,0,1,6,2025-10-27 20:05:19,2025-10-27 20:05:19
5200534576301175,俄罗斯闪击乌克兰,魔都夜话 双普峰会不是成功是失败，先天不足，乌克兰领土问题没有当事国乌克兰参与。特朗普不是泽连斯基聘用的谈判代表，怎么可以越俎代庖讨论乌克兰“领土互换”？特朗普看高了欧洲施压实效性，指望借欧洲制裁东风捞取诺贝尔和平奖，大蒂有没有给面子？有给到就是只要顿涅茨克。然而恰恰这个 ...全文,,1755387527,新浪微博移动端,看淡风云笑遨江湖,0,7,83,2025-10-27 20:06:11,2025-10-27 20:06:11
5196240665183751,一小时二十分,关于老王Q直播的时候大宇在不在这个点，我今又复盘了一下，我发现一些很有意思的事说掌纹这个事完全前面零铺垫，疑似看到弹幕一直在刷大宇相关终于决定还是提一下，突然就说上次打篮球…但是说的是这个自学看掌纹的小胡，但是！咳嗽这个点我突然发现很微妙，前面青在说“他拉着同宿舍一哥们看手相，看 ...全文,,1754363779,新浪微博移动端,一只转运符_有头有脸版,2,13,42,2025-10-27 20:05:19,2025-10-27 20:05:19
5191533013241854,一小时二十分,坐着绿皮火车去云南，还因昨晚下雨，到成都晚点一小时二十分，没赶上今早去云南的动车，只能改签到下午，由于期间要等五小时，又登了个钟点房缓着等。年少时坐着绿皮火车去新疆乌市，好像至少要两天两夜，亦或更多些，忘记了，那时没钱买卧铺，只能是硬座，但也没觉得辛苦！昨天虽然是卧铺，但是看着 ...全文,https://wx1.sinaimg.cn/large/6fc25d45gy1i3nsfrqecvj23b04eohdw.jpg,1753241387,新浪微博移动端,摄·影,0,9,3,2025-10-27 20:05:35,2025-10-27 20:05:35
