id,weibo_id,user,content,timestamp,created_at,updated_at
5226449892281470,5226361572557260,宁音悠然,学到啦,1761566220,2025-10-27 20:08:14,2025-10-27 20:08:14
5226441303921493,5226361572557260,江苏政法,关注,1761564172,2025-10-27 20:08:14,2025-10-27 20:08:14
5226431409819201,5226361572557260,回音桦,好实用的方法,1761561813,2025-10-27 20:08:14,2025-10-27 20:08:14
5226416883106935,5226361572557260,汐言_简墨叠痕,学到了,1761558350,2025-10-27 20:08:14,2025-10-27 20:08:14
5226401008455395,5226361572557260,文旅成都,周一愉快@健康杭州,1761554565,2025-10-27 20:08:14,2025-10-27 20:08:14
5226395016105251,5226361572557260,Lucky菟儿,练起来,1761553136,2025-10-27 20:08:14,2025-10-27 20:08:14
5226394854360217,5226361572557260,平安博州,关注,1761553098,2025-10-27 20:08:14,2025-10-27 20:08:14
5226394451710915,5226361572557260,东丽融媒,关注,1761553002,2025-10-27 20:08:14,2025-10-27 20:08:14
5226389562459903,5226361572557260,看成都,关注！~ @健康杭州!,1761551836,2025-10-27 20:08:14,2025-10-27 20:08:14
5226389058099095,5226361572557260,京港地铁,关注,1761551716,2025-10-27 20:08:14,2025-10-27 20:08:14
5226377846725198,5226361572557260,辽宁共青团,关注,1761549043,2025-10-27 20:08:14,2025-10-27 20:08:14
5226376447394177,5226361572557260,靖远检察,@健康杭州,1761548708,2025-10-27 20:08:14,2025-10-27 20:08:14
5226373851383036,5226361572557260,宜宾交警在线,关注,1761548090,2025-10-27 20:08:14,2025-10-27 20:08:14
5226328072653737,5226048467766870,兔兔子呦,@可乐鸡翅yjj,1761537176,2025-10-27 20:08:11,2025-10-27 20:08:11
5226274928984556,5226048467766870,hs-小米,卷圈我不行，菜太多,1761524504,2025-10-27 20:08:11,2025-10-27 20:08:11
5226155901714999,5226048467766870,小蜜蜂181,,1761496127,2025-10-27 20:08:11,2025-10-27 20:08:11
5226154153478984,5226048467766870,璐莎6868,这是天津哪啊？太想吃了,1761495710,2025-10-27 20:08:11,2025-10-27 20:08:11
5226135820701160,5226080416831004,叩佰了,好想去好想去！,1761491339,2025-10-27 20:08:14,2025-10-27 20:08:14
5226115918727227,5226048467766870,漂移死猫,3战士变月更拉？,1761486594,2025-10-27 20:08:11,2025-10-27 20:08:11
5226102427752582,5226048467766870,白阿萌,天津人表示：真正的天津煎饼果子不是纯绿豆面的，用的是三合面；甜面酱和酱豆腐也不是大面积抹在煎饼里面的，是在煎饼包裹果子（油条）/馃箅儿（薄脆）包到一半的时候抹在饼皮有鸡蛋的那面的,1761483378,2025-10-27 20:08:11,2025-10-27 20:08:11
5226087810334754,5226048467766870,Haaaaaanabi,哪条街呢？,1761479892,2025-10-27 20:08:11,2025-10-27 20:08:11
5226080841238247,5226080416831004,评论罗伯特,新疆美食碳超标，吃完能发电不？,1761478231,2025-10-27 20:08:14,2025-10-27 20:08:14
5226080102255708,5226048467766870,就是一根竹子,去吃八珍豆腐，很好吃,1761478055,2025-10-27 20:08:11,2025-10-27 20:08:11
5226078262264495,5226048467766870,辽宁-大连-梁先生,这...这...这还是我认识的天津吗,1761477615,2025-10-27 20:08:11,2025-10-27 20:08:11
5226078006417358,5226048467766870,gptalent,景区的煎饼果子也是略贵啊,1761477555,2025-10-27 20:08:11,2025-10-27 20:08:11
5226071907370327,5226040324527428,Michelle_arch_,2️⃣太美了，哪里啊,1761476101,2025-10-27 20:08:13,2025-10-27 20:08:13
5226066298017074,5226048467766870,iriswen800913,好的，看完直接免疫天津早市,1761474764,2025-10-27 20:08:11,2025-10-27 20:08:11
