id,keyword,text,pics,timestamp,source,user_name,reposts_count,comments_count,attitudes_count,created_at,updated_at
5171943577749187,刘国梁出境被捕谣言,#热点解读##造谣刘国梁试图出境被捕账号被关##多名运动员替王楚钦辟谣# #王楚钦 面对面# 看到上面的两个词条，我想说，造谣的刘指导的人账号被关，这就是造谣的结果。同时也力证了这条信息是谣言。那么同理，造谣王楚钦的账号，也需要赶紧找到，然后把账号关闭，谣言就会不攻自破。否则即便是多名 ...全文,,1748570902,新浪微博移动端,老乐说球,0,15,45,2025-10-27 20:34:17,2025-10-27 20:34:17
5171802264571366,刘国梁出境被捕谣言,造谣“刘国梁试图出镜...”和发布“外籍留学生强闯南京火车站安检”等谣言的多个账号被处置！据微博辟谣消息：依据相关规定，对巡查发现到的“刘国梁在云南试图出境时被捕”“外籍留学生强闫南京火车站安检”“乐山一月嫂烧光积蓄自杀”等，55类在全网流传的典型谣言子以辟除，共清理相关违规内容834 ...全文,,1748537210,新浪微博移动端,ks吉米,0,0,5,2025-10-27 20:34:20,2025-10-27 20:34:20
5171783238944771,刘国梁出境被捕谣言,#造谣刘国梁试图出境被捕账号被关#孙颖莎：已经习惯面对全世界的冲击，对于“大满贯”梦想必须坚持 电竞圈外人的微博视频 ,,1748532674,新浪微博移动端,电竞圈外人,0,0,9,2025-10-27 20:34:20,2025-10-27 20:34:20
5171782077124300,刘国梁被捕,#造谣刘国梁试图出境被捕账号被关#直到她亲口说出如果那是自己最后一场比赛，可能会留下一辈子的阴影 竞圈瓜群众的微博视频 ,,1748532397,新浪微博移动端,竞圈瓜群众,3,5,98,2025-10-27 20:35:43,2025-10-27 20:35:43
5171781635937298,刘国梁出境被捕谣言,#造谣刘国梁试图出境被捕账号被关#a“缺席”国乒名单？刘国梁回应缺席国乒奥运名单 竞圈乐同框的微博视频 ,,1748532292,新浪微博移动端,竞圈乐同框,0,0,11,2025-10-27 20:34:19,2025-10-27 20:34:19
5171778227800227,刘国梁出境被捕谣言,造谣刘国梁试图出境被捕账号被关漂亮  对造谣者就该这么抓#王楚钦孙颖莎不该是炒CP素材#他们多次澄清  就是搭档 同事不要嗑真人cp  放过运动员 把关注度放在赛场上 造谣诋毁吴艳妮的被行拘了 孙颖莎 王楚钦  樊振东 陈芋汐  王曼昱 正经历着网暴  什么时候行拘诋毁他们的小黑子 ,"https://wx1.sinaimg.cn/large/005ROrzwgy1i1wrmu6j4rj30u01eiwvz.jpg,https://wx1.sinaimg.cn/large/005ROrzwgy1i1wrmv7cncj30u015hwr9.jpg,https://wx1.sinaimg.cn/large/005ROrzwgy1i1wrmxd8yej30yi6dpqv7.jpg,https://wx1.sinaimg.cn/large/005ROrzwgy1i1wrmy9toej3140140jul.jpg",1748531479,新浪微博移动端,笑圈少女,2,14,107,2025-10-27 20:34:17,2025-10-27 20:34:17
5171769998052868,刘国梁出境被捕谣言,#造谣刘国梁试图出境被捕账号被关#网络不是法外之地，有些人就是闲的🥚疼，必须严惩造谣者！ ,"https://wx1.sinaimg.cn/large/008rhXJ9ly1i1wqlb1wo1j306i06iglg.jpg,https://wx1.sinaimg.cn/large/008rhXJ9ly1i1wqlb8lmhj306i06iwee.jpg,https://wx1.sinaimg.cn/large/008rhXJ9ly1i1wqlbf7dlj306i06ijrb.jpg,https://wx1.sinaimg.cn/large/008rhXJ9ly1i1wqlbpelzj306i06igli.jpg,https://wx1.sinaimg.cn/large/008rhXJ9ly1i1wqlbwelfj306i06i0sr.jpg,https://wx1.sinaimg.cn/large/008rhXJ9ly1i1wqlc4v1jj306i06it8o.jpg,https://wx1.sinaimg.cn/large/008rhXJ9ly1i1wqlcbrh8j306i06igli.jpg,https://wx1.sinaimg.cn/large/008rhXJ9ly1i1wqoxegouj306i06i0so.jpg,https://wx1.sinaimg.cn/large/008rhXJ9ly1i1wqoxjx7uj306i06i3yd.jpg",1748529517,新浪微博移动端,津沽墨珂,0,8,22,2025-10-27 20:34:18,2025-10-27 20:34:18
5171716112518414,刘国梁被捕谣言,【#造谣刘国梁出境时被捕账号被关闭#】#135个涉谣言微博账号被处置# 据@微博辟谣 ：站方依据《微博社区公约》等相关规定，对巡查发现到的“刘国梁在云南试图出境时被捕”、“外籍留学生强闯南京火车站安检”、“乐山一月嫂烧光积蓄自杀”等55类在全网流传的典型谣言予以辟除，共清理相关违规内容8341条 ...全文,https://wx1.sinaimg.cn/large/001WLsZ7ly1i1wkhanwbzj60jl0ev0y002.jpg,1748516670,新浪微博移动端,中国新闻网,18,67,381,2025-10-27 20:32:55,2025-10-27 20:35:11
5171703638395736,刘国梁被捕谣言,【#造谣刘国梁试图出境被捕账号被关#】#微博辟谣刘国梁试图出境被捕# 刚刚，微博辟谣发布微博谣言治理公告：微博一直致力于营造安全、文明、友善的社区生态环境，长期以来秉持严厉态度对网络谣言予以坚决打击。为进一步加强对站内不实信息的有效治理，站方持续开展网络谣言专项治理工作，现将近期（5.1 ...全文,,1748513696,新浪微博移动端,北京日报,75,318,2740,2025-10-27 20:32:48,2025-10-27 20:35:04
5167333943544178,刘国梁被捕,【中国乒乓球协会官网 乒乓新闻】传播涉刘国梁不实信息，2人被处罚近日，一则关于国际乒联第一副主席、WTT世界乒联主席、中国乒协原主席刘国梁的不实信息在互联网传播，误导大量网民关注和讨论。公安网安部门查明，网民杜某川、汤某在网上恶意传播相关谣言，造成谣言大量传播扩散，影响恶劣。目前， ...全文,https://wx1.sinaimg.cn/large/0082999Qgy1i1il6cmiydj31os0wqndw.jpg,1747471879,新浪微博移动端,草莓牛奶特别甜,53,135,2576,2025-10-27 20:34:48,2025-10-27 20:34:48
5166991057092646,刘国梁出境被捕谣言,#微博辟谣# 运-20向巴基斯坦运送救援物资？刘国梁在云南试图出境时被捕？网红遭勒索后自杀去世？@微博辟谣@捉谣记 联合发布本周谣言榜单。遏制谣言传播空间，净化网络生态环境。快来戳图查看吧。#捉谣记# ,https://wx1.sinaimg.cn/large/6f3f16a9ly1i1hhu4w8hlj20ku666e81.jpg,1747390128,新浪微博移动端,微博辟谣,3,2,7,2025-10-27 20:34:19,2025-10-27 20:34:19
5166490533760498,刘国梁被捕,#热点解读##中国乒协辟谣刘国梁被抓#从稚嫩少年，到满头白发，刘国梁的功绩值得被世人铭记。多少次刘国梁坚定的鼓励国乒队员们实现惊天大逆转！刘国鿄就象定海神针，临危不乱，稳坐不惊，给了运动员无穷的力量希望谣言止于智者。#刘国梁# 至尊顶楼的微博视频 ,,1747270795,新浪微博移动端,至尊顶楼,0,32,106,2025-10-27 20:35:43,2025-10-27 20:35:43
5166474248586509,刘国梁被捕谣言,#中国乒协辟谣刘国梁被抓#谁传的谣言呢？ ,,1747266912,新浪微博移动端,天津股侠,6,89,1602,2025-10-27 20:33:02,2025-10-27 20:35:19
